"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
2.51933370812575e-46,0.851280131452454,0.418,0.423,6.86619208812592e-42,"0","PTPN12"
2.78870668080657e-46,0.95526861771631,0.344,0.317,7.60034118787022e-42,"0","WBP2"
5.79728688721221e-45,0.808778392081466,0.415,0.41,1.57999256824082e-40,"0","OPTN"
1.44926310303137e-44,1.06888436567816,0.319,0.289,3.94982166100169e-40,"0","RELA"
2.28302368047126e-44,0.145064740103691,1,1,6.22215273875637e-40,"0","RPL24"
1.16283018047378e-43,0.778772354193633,0.461,0.485,3.16917737386323e-39,"0","VKORC1"
1.66577448105931e-42,0.6700756655932,0.483,0.504,4.53990177067903e-38,"0","UGT2B7"
4.85720837645188e-42,0.881843192350595,0.392,0.383,1.3237835709182e-37,"0","PLSCR1"
7.64801754946627e-42,0.103753740108426,0.22,0.348,2.08439070293154e-37,"0","C1orf52"
8.32480067058977e-42,0.326815461757186,0.919,0.937,2.26884117476254e-37,"0","AGR2"
1.0885330140707e-41,0.108564025368843,0.222,0.351,2.96668787654828e-37,"0","GPBP1L1"
8.65194724868049e-41,0.633897152508499,0.543,0.6,2.35800170315538e-36,"0","JUP"
2.07382134236637e-40,0.141156977329961,0.211,0.332,5.65199268648529e-36,"0","TRIM38"
4.53130135223464e-40,0.208135070765053,0.897,0.944,1.23496087053803e-35,"0","TOMM20"
7.55094695105668e-40,1.11076986592969,0.313,0.284,2.05793508204099e-35,"0","MACC1"
9.27435593472648e-40,0.105429703325084,0.296,0.446,2.52763296645036e-35,"0","PEG10"
1.04531690661342e-39,0.131125714270647,0.285,0.436,2.84890669728422e-35,"0","SHROOM3"
4.66170529196526e-39,0.798696307358616,0.451,0.471,1.27050116027221e-34,"0","TXNRD1"
6.60562302663383e-39,0.100134335883884,0.202,0.318,1.80029649967879e-34,"0","TMED5"
7.94089052169716e-39,0.616230744755316,0.501,0.548,2.16421030278334e-34,"0","ARMCX3"
9.75221899361034e-39,0.114736295877505,0.216,0.338,2.65786976451856e-34,"0","TTC17"
1.0784444941233e-38,0.124180120027646,0.191,0.303,2.93919262428365e-34,"0","FAM84B"
1.60083096392161e-38,0.113313956975541,1,0.999,4.36290470907195e-34,"0","RPL27A"
2.52585735124934e-38,0.184044048761938,0.912,0.96,6.88397162509496e-34,"0","OST4"
4.28346312156326e-38,0.114027283619823,0.218,0.34,1.16741503915085e-33,"0","SFSWAP"
7.96510217456223e-38,0.898940274161191,0.348,0.329,2.17080894665519e-33,"0","ECE1"
1.36548488596843e-37,0.132494508652083,0.304,0.458,3.72149250821837e-33,"0","BID"
1.95820521050945e-37,0.103872699058145,0.193,0.303,5.33689248072246e-33,"0","LIN7C"
4.80393325468671e-37,0.110271959009298,0.246,0.379,1.30926396923232e-32,"0","HOOK3"
5.50330749054778e-37,0.211299038807645,0.847,0.922,1.49987142347389e-32,"0","CMTM6"
5.60451007689751e-37,0.462216998930769,0.589,0.666,1.52745317635765e-32,"0","CD2AP"
7.25604963590597e-37,0.233293632017418,0.869,0.925,1.97756376776981e-32,"0","OSTC"
1.25120932657635e-36,0.541371461822305,0.536,0.594,3.41004589865119e-32,"0","NFE2L2"
1.56176837183991e-36,1.00718212803935,0.386,0.388,4.2564435206125e-32,"0","HOXB5"
3.09963829862103e-36,0.662822918594575,0.452,0.472,8.44775421906177e-32,"0","KRTCAP3"
5.38026084208074e-36,0.12280191384444,0.209,0.324,1.46633628990069e-31,"0","ZNF791"
6.02209247758441e-36,0.145953680416737,0.235,0.362,1.64126108384086e-31,"0","TRABD"
6.42973720097698e-36,0.81727608784671,0.372,0.361,1.75236057675427e-31,"0","LAMC2"
1.0104168024428e-35,0.628196175047007,0.476,0.498,2.75378995337761e-31,"0","SORL1"
1.42311254048801e-35,0.139840480916023,0.219,0.338,3.87855091784603e-31,"0","SLK"
2.46125016498576e-35,0.136100927105652,0.21,0.325,6.70789119965218e-31,"0","NECAP2"
2.59423287966329e-35,0.172112920731683,0.964,0.986,7.07032229023432e-31,"0","PPIB"
4.77414719731524e-35,0.128677628682166,0.206,0.318,1.3011460771563e-30,"0","ZNF451"
2.29103792883025e-34,0.130050313241333,0.234,0.358,6.24399477123397e-30,"0","EMD"
2.33140588993661e-34,0.116834667024848,0.227,0.347,6.35401361243325e-30,"0","TMEM41B"
5.21049421382651e-34,0.8640797218263,0.388,0.4,1.42006809303628e-29,"0","KCMF1"
6.48166656731999e-34,0.255258855831916,0.81,0.896,1.76651340625739e-29,"0","RSL24D1"
9.15983762720139e-34,0.123759708593645,0.259,0.391,2.49642214691747e-29,"0","SMAD2"
9.79777317428374e-34,0.633839865618545,0.479,0.524,2.67028510091929e-29,"0","NUFIP2"
1.54670853443598e-33,0.229928254725192,0.872,0.911,4.21539943975182e-29,"0","XIST"
2.51051670706496e-33,0.420926520532497,0.717,0.818,6.84216223343485e-29,"0","UBE2D2"
1.12665976553706e-32,0.641364631092884,0.464,0.5,3.07059852499469e-28,"0","SH3GLB1"
1.41962035265356e-32,0.136472072007933,0.24,0.364,3.86903330912201e-28,"0","AC113404.1"
1.68617521280362e-32,0.117178256071347,0.212,0.322,4.59550192497498e-28,"0","MAPKAPK5-AS1"
4.653897981498e-32,0.585715986857528,0.519,0.585,1.26837335587747e-27,"0","RNMT"
5.40093935756774e-32,0.16180692133971,0.237,0.359,1.47197201251151e-27,"0","MRPL2"
6.55334822052085e-32,0.107047926112358,0.246,0.367,1.78604952402075e-27,"0","AHR"
6.64415142851843e-32,0.175433422008931,0.201,0.308,1.81079703032841e-27,"0","TMEM11"
8.25997566531195e-32,0.243583546930293,0.829,0.915,2.25117376782412e-27,"0","NDUFB4"
9.89003264098697e-32,0.191801004685415,0.205,0.315,2.69542949597459e-27,"0","DLGAP4"
2.89597086937511e-31,0.111280676344814,0.237,0.354,7.89267900739493e-27,"0","SPG20"
3.6737113832988e-31,0.459579457365713,0.562,0.628,1.00123330040425e-26,"0","GPRC5C"
6.25039114011079e-31,0.112813653753868,0.232,0.345,1.7034816013258e-26,"0","PAXBP1"
8.16664002107651e-31,0.105494475355854,0.297,0.439,2.22573607134419e-26,"0","RP11-532F12.5"
1.20738511104178e-30,0.174321468748307,0.228,0.344,3.29060738163327e-26,"0","UBE2J1"
1.22264879432483e-30,0.18214997132096,0.198,0.3,3.3322070240529e-26,"0","ARRDC4"
1.45438733955181e-30,0.114958102747612,1,1,3.96378725521449e-26,"0","RPLP2"
1.68991982428763e-30,0.138053085593977,0.224,0.337,4.6057074891135e-26,"0","TNKS2"
7.24028508370553e-30,0.17066189672095,0.239,0.361,1.9732672967131e-25,"0","RNF126"
1.13085589101511e-29,0.105126496540306,0.312,0.459,3.08203464537259e-25,"0","KMT2A"
1.18771795430015e-29,0.118350888965386,0.252,0.377,3.23700651264962e-25,"0","LMBRD1"
2.04288997281246e-29,0.288917792869294,0.707,0.814,5.56769233190308e-25,"0","NDUFA1"
2.40905273915885e-29,0.623229883604198,0.471,0.521,6.56563233530353e-25,"0","CMPK1"
2.50703879123384e-29,0.141195425893816,0.215,0.322,6.8326835216287e-25,"0","TVP23C"
3.12826454093191e-29,0.871783564650437,0.387,0.401,8.52577217985582e-25,"0","FAM63B"
5.65127182080694e-29,0.161773214923345,0.236,0.353,1.54019762204272e-24,"0","XIAP"
6.06195758120739e-29,0.120527513815866,0.277,0.411,1.65212591918226e-24,"0","RPF2"
1.17945136030012e-28,0.468183234841229,0.595,0.682,3.21447673736194e-24,"0","CEBPB"
1.45183045310438e-28,0.107608216771518,0.272,0.4,3.95681871689068e-24,"0","MIB1"
3.91241124520036e-28,0.120427994822243,0.283,0.416,1.06628856076691e-23,"0","HMGXB4"
4.5008658780103e-28,0.250363420494066,0.216,0.324,1.22666598639293e-23,"0","PTK2"
5.02073715682537e-28,0.153027954851299,0.265,0.392,1.36835170472119e-23,"0","GPATCH2L"
8.50419986809656e-28,0.470646688213793,0.578,0.662,2.31773463205104e-23,"0","GOLGA4"
8.63940174666045e-28,0.168863025226778,0.353,0.514,2.35458255203484e-23,"0","IDI1"
1.45095030984598e-27,0.181970865319155,0.249,0.369,3.95441997445422e-23,"0","RBM7"
3.11577238466708e-27,0.202922543264304,0.23,0.341,8.49172605717166e-23,"0","MTRNR2L8"
7.59456390531952e-27,0.112113151540732,0.254,0.371,2.06982244675578e-22,"0","UBL3"
1.05001036118257e-26,0.651939505474621,0.466,0.503,2.86169823836698e-22,"0","LDLR"
1.09751541445213e-26,0.126398027215687,0.317,0.46,2.99116851054785e-22,"0","SREK1IP1"
1.32782412695803e-26,0.641476858355301,0.41,0.417,3.61885187561141e-22,"0","C19orf33"
2.00334024722582e-26,0.74008852006219,0.383,0.392,5.45990350978925e-22,"0","IFNGR1"
2.18354566811832e-26,0.157399655820438,0.253,0.37,5.95103536388967e-22,"0","CHD3"
2.23828326640771e-26,0.22095566647237,0.233,0.347,6.10021721426757e-22,"0","DERL1"
2.8947686935823e-26,0.198469387552111,0.227,0.335,7.8894025974892e-22,"0","VASP"
3.28485996177256e-26,0.185797621535159,0.26,0.383,8.95255733981493e-22,"0","LSM12"
3.58230696344547e-26,0.103680729530219,0.345,0.502,9.76321939817429e-22,"0","NBEAL1"
4.28367848411423e-26,0.842094290802204,0.315,0.302,1.16747373406049e-21,"0","PLLP"
5.64735327660186e-26,1.16498411092516,0.323,0.32,1.53912966200507e-21,"0","MAP3K8"
8.21615038353862e-26,0.15506744183682,0.269,0.392,2.23922962552961e-21,"0","ARIH1"
1.25830612176382e-25,0.146581637323093,0.291,0.425,3.4293875042551e-21,"0","ADAM10"
1.78973044888995e-25,0.122695246096419,0.223,0.325,4.87773136540467e-21,"0","GLS"
2.08672161329071e-25,0.113344156997037,0.259,0.368,5.68715108486249e-21,"0","RXFP1"
5.04832104154516e-25,0.158689778070237,0.241,0.35,1.37586941666272e-20,"0","BRWD1"
5.2414756415883e-25,0.109681105396731,0.322,0.463,1.42851177135848e-20,"0","CCDC59"
8.58548562244165e-25,0.262399048078938,0.406,0.38,2.33988825154025e-20,"0","SLC44A4"
1.10718513799332e-24,0.11833109222748,0.33,0.479,3.01752237508701e-20,"0","ERP44"
1.11268428084207e-24,1.02819779781607,0.331,0.325,3.03250973900698e-20,"0","PMAIP1"
1.63076404209271e-24,0.635700474765299,0.434,0.439,4.44448432031946e-20,"0","C8orf4"
2.44028844600757e-24,0.194610876177631,0.241,0.353,6.65076213074904e-20,"0","CDC34"
2.84759322651969e-24,0.105048451833972,0.219,0.316,7.76083057955677e-20,"0","CRYZ"
4.55103012794008e-24,0.192560456093275,0.237,0.344,1.24033775106879e-19,"0","ZBTB38"
4.88038251615132e-24,0.18239566801894,0.222,0.323,1.33009945095188e-19,"0","RAB3IP"
5.77865608110202e-24,0.155091059262029,0.306,0.437,1.57491492834354e-19,"0","HSPA1B"
8.69734182368758e-24,0.433945970137165,0.556,0.633,2.37037354062781e-19,"0","PDXK"
8.93163854804238e-24,0.127199742052156,0.501,0.686,2.43422876988347e-19,"0","SQLE"
1.11377534126606e-23,0.193531449349344,0.237,0.344,3.03548331508651e-19,"0","ATN1"
1.20708026314094e-23,0.132404194862918,0.332,0.482,3.28977654916432e-19,"0","TMEM259"
1.60712704187769e-23,0.116612345858067,0.228,0.324,4.38006403993346e-19,"0","IRS1"
1.85548564150132e-23,0.226798594340195,0.215,0.313,5.05694056734769e-19,"0","ERBB3"
2.5659262499998e-23,0.592149932989227,0.457,0.504,6.99317540174945e-19,"0","ADAM9"
3.08087729242902e-23,0.198150796037577,0.259,0.375,8.39662297278606e-19,"0","BCAP29"
3.850469949658e-23,0.100666037803264,0.351,0.5,1.04940708007979e-18,"0","DNAJC1"
4.15733852832854e-23,0.199902241825382,0.253,0.367,1.13304104251066e-18,"0","TMEM245"
5.41921622682412e-23,0.110961552258731,0.351,0.502,1.47695319045864e-18,"0","SND1"
5.6078911786524e-23,0.11387356725872,0.224,0.32,1.52837466182992e-18,"0","LPGAT1"
7.51058517785268e-23,0.138760126431441,0.276,0.396,2.04693488437197e-18,"0","PPP1R35"
7.68153638589776e-23,0.219473415155974,0.279,0.404,2.09352592661258e-18,"0","USP47"
1.03414042049987e-22,0.532944298616041,0.508,0.588,2.81844630203034e-18,"0","CSNK1E"
1.31186631770894e-22,0.25142642341574,0.238,0.346,3.57536046228395e-18,"0","CHD1"
1.31771676350914e-22,0.177540651528328,0.223,0.323,3.59130526726782e-18,"0","NMD3"
2.20764374353512e-22,0.159293556866048,0.298,0.429,6.01671225863062e-18,"0","UBAC2"
2.51261939464651e-22,0.185078513727701,0.258,0.369,6.84789289816961e-18,"0","ATP11A"
3.37413355867039e-22,0.675943911603644,0.381,0.392,9.19586360080027e-18,"0","NFIC"
3.76792399703519e-22,0.805825839243332,0.354,0.361,1.02691000615197e-17,"0","SPAG9"
4.73269362185234e-22,0.257427042271338,0.221,0.323,1.28984831969964e-17,"0","HDAC7"
4.94513795240689e-22,0.26979237491864,0.67,0.771,1.34774789754897e-17,"0","HEBP2"
5.50564115832168e-22,0.227629640612614,0.209,0.303,1.50050744128899e-17,"0","CWC25"
5.87941748085138e-22,0.233219152743361,0.281,0.406,1.60237644023124e-17,"0","RBM6"
6.39715954098808e-22,0.131905366389065,0.218,0.31,1.74348186130089e-17,"0","KIF13B"
8.56442926880381e-22,0.736523328911395,0.38,0.399,2.33414955291979e-17,"0","REL"
1.00069303545413e-21,0.126545998930349,0.309,0.438,2.72728879882669e-17,"0","LRP10"
2.0823014732476e-21,0.161169383645328,0.309,0.445,5.675104435189e-17,"0","YIPF6"
2.17867332370235e-21,0.224775572127889,0.258,0.373,5.93775627641837e-17,"0","GORASP2"
3.18251373925694e-21,0.117188703971347,0.327,0.466,8.67362294497087e-17,"0","CSNK1D"
4.22649193645698e-21,0.184703247787168,0.235,0.336,1.15188811236199e-16,"0","FBXW11"
4.31422407694432e-21,0.69285086945625,0.494,0.567,1.17579862993041e-16,"0","HMGCR"
4.90358927016787e-21,0.434287412474791,0.551,0.627,1.33642421969155e-16,"0","MTRNR2L12"
6.13912673223128e-21,0.130832916635082,0.321,0.452,1.67315759960231e-16,"0","LAD1"
7.00418952872361e-21,0.632031427588775,0.456,0.511,1.90892181415833e-16,"0","PKN2"
7.42447141772981e-21,0.153980536056361,0.326,0.466,2.02346544018808e-16,"0","ZMYM2"
9.3709449621197e-21,0.183580679991631,0.255,0.361,2.5539573399761e-16,"0","LINC00969"
9.75269359793344e-21,0.158457282778178,0.31,0.444,2.65799911318078e-16,"0","TMED7"
1.05197151668857e-20,0.153323198875703,0.299,0.426,2.86704317158304e-16,"0","PPP2CB"
1.09929387364789e-20,0.492996027428493,0.509,0.576,2.99601552323995e-16,"0","SNRPA1"
1.12332302564353e-20,0.111400855525477,0.317,0.448,3.06150457408889e-16,"0","YIPF4"
1.20439568632555e-20,0.213509794341479,0.241,0.345,3.28246000351165e-16,"0","RAB6A"
1.30684044542927e-20,0.209606757329295,0.211,0.3,3.56166294997294e-16,"0","TJP3"
1.35355527886235e-20,0.167978852235897,0.356,0.508,3.68897955701145e-16,"0","MBD2"
1.52543272020757e-20,0.235827667995065,0.231,0.333,4.15741433565371e-16,"0","STXBP2"
1.71479809506658e-20,0.27847100539881,0.238,0.342,4.67351072829447e-16,"0","SLC39A6"
2.37052049262915e-20,0.798875327211038,0.399,0.424,6.46061655061148e-16,"0","ERRFI1"
6.03971404903359e-20,0.324336828699421,0.224,0.324,1.64606366692361e-15,"0","MED6"
6.07505133537831e-20,0.215097870885263,0.265,0.375,1.655694490944e-15,"0","BAZ1A"
1.27122053856778e-19,0.602323973690059,0.328,0.32,3.46458445581264e-15,"0","HIST1H1C"
1.36478693918788e-19,0.101978944030058,1,1,3.71959032406266e-15,"0","RPS24"
1.5845642862797e-19,0.853558743810239,0.314,0.311,4.3185715058267e-15,"0","LIMCH1"
1.78670844527469e-19,0.203748044748828,0.216,0.305,4.86949519675163e-15,"0","TSPAN15"
1.84172175816226e-19,0.118929524657469,0.226,0.314,5.01942847969542e-15,"0","UNC93B1"
2.11023950078639e-19,0.844653098599068,0.311,0.302,5.75124673544322e-15,"0","TNFAIP3"
2.65080004372837e-19,0.167561777185417,0.316,0.445,7.22449043917729e-15,"0","SLC39A1"
6.11148333938583e-19,0.473963618195292,0.509,0.59,1.66562366931621e-14,"0","IER3IP1"
7.3072714425982e-19,0.135437497116302,0.333,0.456,1.99152375896571e-14,"0","NCOA7"
7.49156775815721e-19,0.20042093165708,0.79,0.881,2.04175187680817e-14,"0","ITGB1"
1.09553623439113e-18,0.152138969604801,0.339,0.472,2.98577445320959e-14,"0","HCFC1R1"
1.41723002837779e-18,0.33722535485587,0.222,0.318,3.86251871934083e-14,"0","ATP6V1B2"
2.43938705081153e-18,0.181367778325263,0.841,0.895,6.64830546828175e-14,"0","RPS27L"
2.44205488688475e-18,0.174597218191932,0.281,0.396,6.65557638871569e-14,"0","PPP2R5C"
2.61284966783364e-18,0.459127637692289,0.571,0.676,7.1210604847138e-14,"0","GPBP1"
3.51645472865465e-18,0.223752784477429,0.257,0.363,9.5837457174754e-14,"0","ADIPOR1"
3.87707210870749e-18,0.562226294603442,0.474,0.546,1.05665723250714e-13,"0","CSNK2A1"
4.1486535906925e-18,0.216908690499359,0.3,0.426,1.13067404960733e-13,"0","ZFAND1"
4.27268100884354e-18,0.698102467529798,0.39,0.416,1.16447648215022e-13,"0","MET"
7.25836047333343e-18,0.822393202109784,0.318,0.324,1.97819356340229e-13,"0","BET1"
7.93949862382669e-18,0.30192375360945,0.217,0.308,2.16383095493773e-13,"0","DERA"
1.10890576676332e-17,0.40858466979605,0.539,0.631,3.02221177673676e-13,"0","ETHE1"
1.27384801480892e-17,0.169837683871155,0.785,0.89,3.47174537956022e-13,"0","FKBP2"
1.43719873655477e-17,0.210287275724989,0.27,0.374,3.91694143660637e-13,"0","SEMA4B"
1.59874148159445e-17,0.693680549077784,0.393,0.431,4.35721003393751e-13,"0","ACBD3"
2.66231940784552e-17,0.2074446895015,0.306,0.428,7.25588531414217e-13,"0","SLC4A7"
2.76954961220119e-17,0.284216888664914,0.222,0.313,7.54813051309313e-13,"0","SMN1"
3.72055690817531e-17,0.696192906162012,0.401,0.443,1.0140005797541e-12,"0","SBDS"
4.24895909968452e-17,0.22759587331458,0.264,0.37,1.15801131302802e-12,"0","ESRP1"
4.84439180611814e-17,0.162858672702226,0.373,0.517,1.32029054283944e-12,"0","SLC25A1"
6.95613799023381e-17,0.263360679939648,0.256,0.36,1.89582584785832e-12,"0","ATP6V1E1"
7.40584550553459e-17,0.248328866939806,0.281,0.394,2.0183891340784e-12,"0","ATP13A3"
7.88508472663756e-17,0.17899166693327,0.332,0.465,2.1490009913978e-12,"0","COPA"
8.5549274221462e-17,0.335707133905471,0.266,0.374,2.33155991963173e-12,"0","HIST3H2A"
1.87257035614065e-16,0.260564107276012,0.676,0.796,5.10350324862573e-12,"0","RABAC1"
1.88791095291414e-16,0.145593216734603,0.365,0.508,5.1453125110722e-12,"0","CTNND1"
2.05466517982557e-16,0.405014728109182,0.511,0.569,5.5997844810966e-12,"0","TMPRSS4"
2.88394721775505e-16,0.112779957704572,0.382,0.533,7.8599097472696e-12,"0","GGNBP2"
2.98303486073417e-16,0.179392951823099,0.313,0.437,8.12996320944491e-12,"0","EBLN3"
3.72633570230861e-16,0.635338512134586,0.394,0.428,1.01557553230719e-11,"0","SCNN1A"
7.27817612176662e-16,0.20839739733962,0.802,0.886,1.98359412022627e-11,"0","PNISR"
7.92714220918413e-16,0.230319103769257,0.277,0.388,2.16046333769104e-11,"0","FLII"
9.78399832893603e-16,0.843603695283626,0.332,0.35,2.66653090456823e-11,"0","OSTF1"
9.93258400294839e-16,0.172899877762958,0.367,0.516,2.70702644416355e-11,"0","FNTA"
1.01215159584521e-15,0.108354015957986,0.447,0.614,2.75851795931654e-11,"0","ZNF292"
1.3143948988692e-15,0.264471340100522,0.278,0.385,3.58225185737813e-11,"0","AMOTL2"
1.85011703166698e-15,0.251762463178808,0.29,0.406,5.0423089581052e-11,"0","SMC5"
2.31840532666348e-15,0.155133144472005,0.423,0.583,6.31858187728864e-11,"0","AMD1"
2.44840440970813e-15,0.255580694058746,0.245,0.341,6.67288137821853e-11,"0","CNOT8"
2.82011278606189e-15,0.404850423968904,0.219,0.306,7.68593538713308e-11,"0","TFRC"
3.65882769057685e-15,0.603153630355638,0.428,0.476,9.97176898789813e-11,"0","CFLAR"
3.88630802241142e-15,0.281338660170084,0.259,0.361,1.05917438842801e-10,"0","SNRNP27"
5.09184474092657e-15,0.214256052757656,0.349,0.481,1.38773136569213e-10,"0","PPFIBP1"
5.70325372667561e-15,0.634731216193861,0.45,0.518,1.55436477066817e-10,"0","NPEPPS"
5.90459922191823e-15,0.354960543358002,0.556,0.657,1.60923947194159e-10,"0","TMED4"
6.66687937487002e-15,0.209022715028321,0.311,0.433,1.81699130482708e-10,"0","CDC42SE2"
6.88813575056419e-15,0.227857377951627,0.314,0.437,1.87729251745876e-10,"0","STAG2"
6.99952421686906e-15,0.22408418227787,0.688,0.81,1.90765033006549e-10,"0","DDX24"
7.90479673366466e-15,0.210440909528134,0.352,0.493,2.15437330179297e-10,"0","RBCK1"
9.06099980604022e-15,0.102222543470904,0.42,0.579,2.4694848871382e-10,"0","PFKL"
1.01690745563626e-14,0.719281340892549,0.335,0.351,2.77147957959107e-10,"0","BROX"
1.21938242693284e-14,0.163179215703321,0.877,0.933,3.32330486636276e-10,"0","PHPT1"
1.23217525638393e-14,0.186766187269465,0.321,0.444,3.35817044374877e-10,"0","SEC61A1"
1.29185044476613e-14,0.82459698641533,0.324,0.338,3.5208092021656e-10,"0","SRPRA"
1.61994196974646e-14,0.108811095065991,0.387,0.532,4.41498984434702e-10,"0","TMOD3"
1.85250891610388e-14,0.225797406179828,0.328,0.458,5.04882779994952e-10,"0","LUC7L"
2.13094736921466e-14,0.295248630854913,0.299,0.416,5.80768396005763e-10,"0","ZNF787"
2.6896868655605e-14,0.149168655502052,0.974,0.991,7.3304725833986e-10,"0","HSP90B1"
2.89124269569352e-14,0.16941015128187,0.377,0.519,7.87979284284312e-10,"0","TJP1"
3.15957165871367e-14,0.224605172418358,0.223,0.302,8.61109659865825e-10,"0","CMIP"
3.22502953223493e-14,0.251067604371558,0.279,0.386,8.78949548715309e-10,"0","ATAD1"
3.62071610804425e-14,0.257066074970109,0.299,0.414,9.86789968086381e-10,"0","ATG12"
4.80455364129583e-14,0.109504790805292,0.95,0.983,1.30943304939877e-09,"0","TKT"
4.99559048787655e-14,0.298177360634489,0.27,0.374,1.36149823156587e-09,"0","TAOK1"
5.85593699407941e-14,0.224346933965316,0.314,0.436,1.5959770683664e-09,"0","UGP2"
6.4841647573241e-14,0.592338300901329,0.43,0.491,1.76719426296111e-09,"0","SEC31A"
6.7329645528049e-14,0.866207374679868,0.306,0.313,1.83500215922145e-09,"0","MIR4435-2HG"
8.4342316236428e-14,0.130400630545147,0.844,0.924,2.29866548670761e-09,"0","USMG5"
8.89082362994858e-14,0.3107681265813,0.232,0.319,2.42310507210619e-09,"0","SLMAP"
1.00572185210007e-13,0.234292143407411,0.672,0.788,2.74099433571352e-09,"0","RAB11A"
1.01139388973834e-13,0.254231704837395,0.7,0.818,2.75645290709287e-09,"0","ACP1"
1.0766884591147e-13,0.545902225350606,0.441,0.501,2.93440672647120e-09,"0","DSG2"
1.4492979907088e-13,0.55304604796928,0.237,0.325,3.94991674387777e-09,"0","TSC22D3"
1.49056736138741e-13,0.146194637108987,0.309,0.413,4.06239228672526e-09,"0","SEZ6L2"
1.73299045635098e-13,0.206595250903456,0.291,0.394,4.72309218973896e-09,"0","SLC39A10"
2.20398697673441e-13,0.147082787490937,0.368,0.501,6.00674610639196e-09,"0","FNDC3B"
2.89795900395157e-13,0.140249218673776,0.409,0.567,7.89809746936962e-09,"0","CYB5R3"
2.95587081834784e-13,0.19835658125723,0.332,0.457,8.0559303283252e-09,"0","SLC44A1"
3.2387380250172e-13,0.253455833694166,0.304,0.421,8.82685661338187e-09,"0","ATG101"
4.62775169479626e-13,0.438947240693122,0.486,0.565,1.26124744689977e-08,"0","TMEM134"
4.73849202087104e-13,0.20981883343753,0.34,0.468,1.29142861536819e-08,"0","CHMP4B"
5.11876143508959e-13,0.136750896418077,0.53,0.713,1.39506724151932e-08,"0","CITED4"
6.39317044954371e-13,0.381089213425335,0.543,0.65,1.74239467431864e-08,"0","PCNP"
6.79039744487569e-13,0.234284150141723,0.308,0.421,1.85065491962642e-08,"0","RSBN1L"
7.43491535235445e-13,0.150669562770793,0.381,0.514,2.02631183013068e-08,"0","PHLDA3"
8.55759041594458e-13,0.117041293568173,0.396,0.538,2.33228569196154e-08,"0","BBX"
9.68209960552554e-13,0.23841722994148,0.707,0.811,2.63875942648993e-08,"0","TMED9"
1.20549995970731e-12,0.298997547604026,0.321,0.447,3.28546959018631e-08,"0","PTPN2"
1.24478947913277e-12,0.222093842563119,0.341,0.47,3.39254924642844e-08,"0","ANKRD10"
2.00361601468291e-12,0.699267995183226,0.361,0.392,5.4606550864168e-08,"0","SERINC1"
2.15076051109168e-12,0.231047938096333,0.387,0.534,5.86168269692927e-08,"0","ZMYND8"
2.22071512538333e-12,0.283636223775313,0.278,0.381,6.05233700271972e-08,"0","ARCN1"
2.67185530181655e-12,0.680235112724805,0.36,0.391,7.28187443957083e-08,"0","FNDC3A"
2.67798004172434e-12,0.172381853841555,0.373,0.512,7.29856680571553e-08,"0","MGAT4B"
3.11125935424733e-12,0.235762417856185,0.691,0.805,8.47942624406566e-08,"0","PSAP"
4.34616188601128e-12,0.256299386038106,0.296,0.404,1.18450296041351e-07,"0","TWF2"
4.89527060347497e-12,0.378555027153943,0.232,0.318,1.33415705027107e-07,"0","GLUD1"
4.95072501282579e-12,0.544498482068822,0.423,0.48,1.34927059499554e-07,"0","ATP2A2"
6.51140450434731e-12,0.157885493170774,0.755,0.868,1.77461818361482e-07,"0","LAMTOR5"
6.84802452964707e-12,0.624725415638076,0.408,0.463,1.86636060531001e-07,"0","TOR1AIP2"
7.24044572777947e-12,0.243776146478995,0.314,0.429,1.97331107864902e-07,"0","CEP57"
1.11579884503193e-11,0.207980751668883,0.319,0.432,3.04099817225001e-07,"0","AZIN1"
1.18874607862e-11,0.752149159846185,0.305,0.317,3.23980856267094e-07,"0","SSFA2"
1.33656655083189e-11,0.374399311444496,0.225,0.305,3.64267847763724e-07,"0","MOAP1"
1.53632301388403e-11,0.313568685989664,0.259,0.352,4.18709474203952e-07,"0","TMUB1"
1.64815031500342e-11,0.689265981193058,0.361,0.396,4.49186886851031e-07,"0","WASL"
3.51548153642174e-11,0.681168622214024,0.338,0.361,9.5810933793638e-07,"0","RFK"
3.53195761350575e-11,0.595785529654716,0.44,0.519,9.62599727984858e-07,"0","RBPJ"
6.0393222854962e-11,0.245757815110747,0.637,0.752,1.64595689568913e-06,"0","MTCH1"
7.09619638470171e-11,0.922636252616232,0.354,0.398,1.9339973626866e-06,"0","ATP6V1A"
7.14829071428345e-11,0.460167399595007,0.475,0.552,1.94819515127081e-06,"0","CPD"
8.27342749124446e-11,0.460548405570274,0.462,0.529,2.25483992846376e-06,"0","TAPBP"
9.6732142137015e-11,0.782580036300646,0.372,0.392,2.63633780180221e-06,"0","CDKN1A"
1.03466832972839e-10,0.270867252511386,0.355,0.489,2.81988506584176e-06,"0","STK24"
1.09320167993395e-10,0.458325834305063,0.234,0.319,2.979411858492e-06,"0","HELZ"
1.27389568712276e-10,0.314483309083351,0.312,0.423,3.47187530568436e-06,"0","TEAD1"
1.78279492480029e-10,0.158610735593183,0.422,0.571,4.85882928805071e-06,"0","PHF3"
2.41912295008879e-10,0.329250114576687,0.521,0.588,6.59307768817199e-06,"0","CADM1"
